Банк;Дилер;Дилер город;Дата создания заявки;Дата кредитного договора
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;10.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;10.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;11.11.2022;11.11.2022
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;11.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;11.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;11.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;11.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;11.11.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;11.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;14.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;14.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;14.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;14.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;14.11.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;14.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;14.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;14.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;14.11.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;15.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;15.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;15.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;15.11.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;15.11.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;15.11.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;15.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;15.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;15.11.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;15.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;15.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;15.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;16.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;16.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;16.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;16.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;16.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;16.11.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;16.11.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;16.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;16.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;16.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;17.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;17.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;17.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;17.11.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;17.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;17.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;17.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;17.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;18.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;18.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;18.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;18.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;18.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;18.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;18.11.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;18.11.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;18.11.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;18.11.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;18.11.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;18.11.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;21.11.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;21.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;23.11.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;23.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;25.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;25.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;25.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;25.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;25.11.2022;25.11.2022
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;28.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;28.11.2022
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;28.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;29.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;29.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;29.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;29.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;29.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;30.11.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;30.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;30.11.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;30.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;30.11.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;01.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;01.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;01.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;01.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;01.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;01.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;02.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;05.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;05.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;05.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;05.12.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;05.12.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;05.12.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;05.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;05.12.2022;05.12.2022
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;06.12.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;06.12.2022;06.12.2022
Росбанк;АМКАПИТАЛ (Самара);Самара;06.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;06.12.2022
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;06.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;06.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;06.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;06.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;07.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;07.12.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;07.12.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;07.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;07.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;08.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;08.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;08.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;08.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;09.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;09.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;09.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;09.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;10.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;10.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;12.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;12.12.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;12.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;13.12.2022;13.12.2022
Росбанк;АМКАПИТАЛ (Самара);Самара;13.12.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;13.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;14.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;15.12.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;15.12.2022;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;15.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;15.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;15.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;15.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;15.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;15.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;16.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;16.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;16.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;19.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;19.12.2022;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;20.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;20.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;20.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;20.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;20.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;20.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;21.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;21.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;21.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;21.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;22.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;22.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;22.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;22.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;22.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;23.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;26.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;26.12.2022;
Росбанк;АМКАПИТАЛ (Самара);Самара;26.12.2022;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;27.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;29.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;29.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;29.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;30.12.2022;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;09.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;09.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;10.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;10.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;10.01.2023;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;10.01.2023;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;10.01.2023;10.01.2023
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;11.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;12.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;12.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;12.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;12.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;12.01.2023;
Росбанк;"ООО ""ГЛОБУС-МОТОРС""_ТЕСТ GEELY";Москва;16.01.2023;
Росбанк;"ООО ""ГЛОБУС-МОТОРС""_ТЕСТ GEELY";Москва;16.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;16.01.2023;
Росбанк;"ООО ""ГЛОБУС-МОТОРС""_ТЕСТ GEELY";Москва;16.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;17.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;17.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;19.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;19.01.2023;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;19.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;19.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;19.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;20.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;20.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;20.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;20.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;20.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;20.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;20.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;20.01.2023;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;20.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;20.01.2023;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;20.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;20.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;20.01.2023;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;20.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;20.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;23.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;23.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;23.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;23.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;23.01.2023;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;23.01.2023;
Драйв Клик;АМКАПИТАЛ (Самара);Самара;23.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;24.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;24.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;24.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;24.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;24.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;25.01.2023;
Росбанк;"ООО ""Квант"" (Волгоград)  ";Свободный;25.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;25.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;25.01.2023;
Драйв Клик;"ООО ""Квант"" (Волгоград)  ";Свободный;25.01.2023;
Росбанк;АМКАПИТАЛ (Самара);Самара;26.01.2023;
Совкомбанк;АМКАПИТАЛ ООО (Дмитровское шоссе);Самара;26.01.2023;
Драйв Клик;"ООО ""ГЛОБУС-МОТОРС""_ТЕСТ GEELY";Москва;27.01.2023;27.01.2023